ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
426643042,365 Days (Canceled),Photography,Photography,AUD,2013-12-15 14:59:00,12000,2013-11-28 03:12:14,0,canceled,0,AU,0
1236959214,Charleston City Ballet presents The Hunchback of Notre Dame,Dance,Dance,USD,2016-05-05 01:18:56,16000,2016-04-05 01:18:56,17244,successful,99,US,17244
77331273,Columbus Park Ramen Shop - Kansas City's First Ramen Shop,Restaurants,Food,USD,2015-04-19 15:31:35,37000,2015-03-20 14:31:35,41100,successful,349,US,41100
1472079706,The GardeNinja - Garden Smart (Canceled),Product Design,Design,CAD,2014-08-21 06:00:00,88000,2014-07-25 00:17:25,560,canceled,11,CA,521.7951984
1616071761,When Santa becomes a Hero | FJ Show Project,Performances,Dance,CHF,2016-01-15 17:00:00,600,2015-12-17 14:22:42,0,failed,0,CH,0
82120111,Duet at Home,Performances,Dance,USD,2016-11-01 05:59:00,12000,2016-09-16 03:30:24,1821,failed,29,US,0
189555714,Andromeda Wild,Video Games,Games,CAD,2015-12-14 02:01:12,35000,2015-11-14 02:01:12,2845,failed,65,CA,2147.4242649
1754712794,T33Nz | College Dating Website Project,Web,Technology,USD,2014-08-21 02:10:14,500,2014-07-22 02:10:14,0,failed,0,US,0
416246897,Czar - King Of All Wordpress Themes,Web,Technology,GBP,2015-10-01 06:30:36,30000,2015-09-01 06:30:36,9531,failed,24,GB,14706.83537901
65338716,Money Room,Shorts,Film & Video,USD,2011-08-24 09:00:00,5000,2011-07-20 10:58:55,348,failed,14,US,348
1121846589,ADHD: A Randomly Assorted Collection of My Stories,Nonfiction,Publishing,USD,2016-04-01 15:56:28,12000,2016-03-02 15:56:28,50,canceled,1,US,50
1960990153,"G.E.D. Soul Records Presents ""The Magic In Threes""",Indie Rock,Music,USD,2011-03-10 03:08:50,1900,2011-02-03 03:08:50,15,canceled,1,US,15
1481744914,"Retrovirus, a six axis shooter",Video Games,Games,USD,2012-07-07 06:00:00,75000,2012-06-08 19:24:47,29720.56,failed,1055,US,29720.56
361104921,salvaging optimism: finding some relief in a heap of debris,Photography,Photography,USD,2012-06-07 06:59:00,1000,2012-05-15 05:59:15,1988,successful,31,US,1988
450131795,The Gulf Coast: How Much More Can It Take - a Multi-media Documentary Film ,Documentary,Film & Video,USD,2010-10-21 07:04:43,10768,2010-08-22 07:04:43,769,failed,20,US,769
97755972,Chronicles,Photography,Photography,USD,2012-01-01 20:32:47,4000,2011-12-11 20:32:47,4076,successful,55,US,4076
1866124320,"""Ain't Done Yet"" the New Album by Paul Swain",Music,Music,USD,2013-01-31 22:00:00,600,2013-01-01 22:00:00,345,failed,9,US,345
1428195476,Bamboo Shark,Film & Video,Film & Video,USD,2014-01-01 03:28:00,94000,2013-12-03 03:34:47,18434,failed,75,US,18434
550524494,100% Hand-Lettered Digital Calligraphy,Digital Art,Art,USD,2016-06-30 17:00:00,1000,2016-05-25 15:21:52,1095,successful,29,US,1095
91410808,72 Names of God  - (CD) -  A Mystical Journey,Faith,Music,USD,2015-11-02 21:57:14,3300,2015-10-02 21:57:14,51,failed,3,US,51
1286681202,"Ten Thousand Ripples - Art, Civic Engagement, Change",Public Art,Art,USD,2012-05-20 06:59:00,15000,2012-04-03 07:03:33,15276.69,successful,94,US,15276.69
2001773942,ANDROGYNE clothing co.,Apparel,Fashion,USD,2016-06-02 18:39:12,10000,2016-05-03 18:39:12,0,failed,0,US,0
1430635800,Night Shift - Short Film,Science Fiction,Film & Video,USD,2016-09-30 23:00:00,1500,2016-09-10 03:02:07,1730,successful,47,US,70
1761205900,Josh Brannon Band New Album!,Country & Folk,Music,USD,2016-03-17 02:00:00,10000,2016-02-19 19:18:59,10415,successful,162,US,10415
2024468499,ok-Bon.care : Compression for Sports & Recovery,Wearables,Technology,USD,2016-05-19 17:59:00,5000,2016-04-06 16:24:49,5387,successful,108,US,5387
1056172001,EDINBURGH FRINGE FESTIVAL - DANCE STOPS TRAFFICKING 'AM I',Dance,Dance,GBP,2013-07-15 08:55:50,4000,2013-06-15 08:55:50,0,failed,0,GB,0
1850078033,Get Mark (and his badass painting) to Hawaii! Scuba Oahu!,Painting,Art,USD,2015-07-02 12:06:03,2222,2015-06-02 12:06:03,170,failed,3,US,170
619752975,Love or Whatever Movie,Narrative Film,Film & Video,USD,2012-06-30 23:59:00,1000,2012-06-01 00:04:56,2627,successful,57,US,2627
757838674,wjs,Web,Technology,EUR,2015-08-22 16:33:09,3000,2015-07-23 16:33:09,0,failed,0,FR,0
1524890227,TeaTime- the next steps,Food,Food,GBP,2015-12-02 17:08:47,1000,2015-11-02 17:08:47,0,failed,0,GB,0
716295889,Individual Theatre presents The Tempest,Theater,Theater,GBP,2014-01-11 22:00:00,500,2013-12-02 13:20:40,65,failed,2,GB,106.3993476
258359763,Breaking Through Anxiety and Depression Book,Nonfiction,Publishing,USD,2016-06-13 05:58:45,1000,2016-05-14 05:58:45,500,failed,1,US,500
1666622946,UnWord Project (Canceled),Video Games,Games,USD,2012-04-03 20:21:07,11000,2012-02-03 20:21:07,201,canceled,4,US,201
82640581,Donna Wilkes in New Zealand,Horror,Film & Video,NZD,2016-03-01 01:05:58,17600,2016-01-31 01:05:58,320,failed,4,NZ,207.345472
66476794,Operation: Renegade Cats & Dogs,Painting,Art,USD,2013-05-31 21:00:00,900,2013-04-23 18:31:56,985,successful,26,US,985
1397944046,Let Me Introduce Myself, Dani Joy's Debut Ukulele Album,Jazz,Music,USD,2014-06-10 05:02:13,6000,2014-05-11 05:02:13,6189,successful,83,US
1388627743,Bourbon Barrel Pens made from real Barrels for Father's Day,Crafts,Crafts,USD,2014-05-23 17:27:42,1200,2014-04-23 17:27:42,3221,successful,67,US,3221
2095587014,Curve Photography,People,Photography,USD,2015-07-08 22:28:27,1000,2015-06-08 22:28:27,0,failed,0,US,0
1080422968,Unmanned Landscaper,Robots,Technology,USD,2014-09-06 00:51:19,75000,2014-08-07 00:51:19,30,failed,2,US,30
432575846,Justin Case Underwear,Fashion,Fashion,USD,2013-07-14 02:48:06,5000,2013-06-14 02:48:06,6192,successful,65,US,6192
1662883946,The Sun Rises on Truth,Shorts,Film & Video,USD,2013-12-27 17:05:25,100000,2013-10-28 16:05:25,186,failed,6,US,186
524316500,Keilan's First Full-Length Album,Indie Rock,Music,USD,2011-01-23 01:00:14,3000,2010-12-24 01:00:14,5020,successful,58,US,5020
2060047850,Notinger App,Apps,Technology,USD,2016-05-15 22:09:44,15000,2016-04-15 22:09:44,801,failed,4,US,801
792940246,Everyday prayers,Film & Video,Film & Video,USD,2014-12-08 16:58:14,20000,2014-11-24 16:58:14,0,failed,0,US,0
515425370,Be Heard,World Music,Music,USD,2015-08-13 20:50:11,5000,2015-07-14 20:50:11,1556.1,failed,103,US,1556.1
569880432,FIREBOX NANO: Ultra-Light Wood-Burning Backpacking Stove,Product Design,Design,USD,2013-09-11 08:00:00,8200,2013-08-14 15:09:36,23613,successful,406,US,23613
1494884125,Melancholy Frog - Jessica Fogle's 1st album - mastering,Indie Rock,Music,USD,2011-10-08 16:59:40,444,2011-08-25 16:59:40,464,successful,13,US,464
1342725297,South Korea Ventures,Video,Journalism,USD,2015-03-14 06:00:00,350,2015-03-12 16:22:56,1,failed,1,US,1
798253682,Healing Bracelets for the Holidays!,Fashion,Fashion,USD,2013-12-21 20:30:00,60,2013-12-17 22:26:45,130,successful,4,US,130
334476964,"L.B. Rayne's ""Nightmare on L.B. Street""",Shorts,Film & Video,USD,2013-10-15 21:35:37,1250,2013-10-02 21:35:37,1730,successful,41,US,1730
170566634,Kyng Koby,Hip-Hop,Music,USD,2015-12-22 04:42:16,10000,2015-11-22 04:42:16,0,failed,0,US,0
2129047664,Chateauneuf du Playa Burning Man 2012 Bottle Bistro,Public Art,Art,USD,2012-07-22 05:10:10,11800,2012-07-10 05:10:10,764.03,failed,15,US,764.03
1175278227,"Tandem Treats! Vegan, Organic, Local Food Cart Coming Soon!",Food,Food,USD,2012-03-07 14:32:25,2000,2012-02-06 14:32:25,2365.05,successful,37,US,2365.05
39862554,SWING ERA DRAMA WANTS TO TAKE IT ON THE ROAD! (Canceled),Plays,Theater,USD,2015-04-25 23:49:02,3000,2015-03-26 22:49:02,0,canceled,0,US,0
686870772,Tomasa's house in Holguin Cuba - BEFORE & AFTER,People,Photography,USD,2015-03-29 04:34:53,5000,2015-02-12 04:34:53,5011,successful,55,US,5011
346630348,Tamar Haviv's debut record is almost in your hands!,Indie Rock,Music,USD,2011-01-10 03:00:00,9000,2010-12-08 08:08:59,9305.33,successful,121,US,9305.33
588188532,Freck Yourself: Realisitic Freckles Product Devleopment,Design,Design,USD,2016-02-11 04:56:01,10,2016-01-28 04:56:01,26,successful,2,US,26
1718870871,"The churches, cathedrals, and hotels of the South",Places,Photography,USD,2015-04-17 05:12:00,5000,2015-03-20 11:34:33,0,failed,0,US,0
906834904,Pocket Gamer: Video Game Controller for iPhone,Gaming Hardware,Games,USD,2014-09-04 22:05:17,68000,2014-08-05 22:05:17,2581,failed,35,US,2581
279216267,Hive Robbers' Second Full-Length Album,Country & Folk,Music,USD,2012-08-19 23:19:06,2000,2012-07-20 23:19:06,2630,successful,45,US,2630
1434142441,Better Red Than Dead,People,Photography,USD,2014-11-13 06:55:00,300,2014-11-05 03:27:13,25,failed,1,US,25
702935910,Record a comedy album,Performance Art,Art,USD,2013-08-21 13:47:00,10000,2013-07-09 20:57:06,0,failed,0,US,0
495495246,I'm Not Making A Wretched Pop Album.,Pop,Music,USD,2013-03-21 19:15:57,1000,2013-02-19 20:15:57,19.99,failed,3,US,19.99
1506926532,World Tree Costumes and Props (Canceled),Fashion,Fashion,USD,2014-06-01 03:58:32,400,2014-04-02 03:58:32,185,canceled,9,US,185
768359416,welcomehome's mission to spread light and love to the world!,Music,Music,AUD,2016-02-29 09:00:00,600,2016-02-11 08:44:02,630,successful,9,AU,444.5360199
1233442100,2017 Calendar of Animal Holidays by Peppermint Narwhal,Calendars,Publishing,USD,2016-11-26 00:00:00,10000,2016-11-07 03:05:56,11443,successful,252,US,135
512977123,TUNNEL VISION | a short film,Drama,Film & Video,USD,2015-04-06 18:09:29,4500,2015-03-09 17:09:29,1091,failed,17,US,1091
913852586,Greg Legend Clothing RELaunch,Footwear,Fashion,USD,2015-08-01 00:15:57,8500,2015-07-02 00:15:57,0,failed,0,US,0
140351368,"Paint Me A War's Limited 7"" Release!",Music,Music,USD,2012-01-11 07:05:24,2500,2011-12-02 07:05:24,155,failed,6,US,155
313013590,Y (A Generation),Documentary,Film & Video,USD,2010-11-27 07:00:00,1,2010-10-09 01:30:47,15066,successful,29,US,15066
1359327747,Special Delivery: The Bully Exposed,Documentary,Film & Video,USD,2014-01-13 05:50:02,10000,2013-12-14 05:50:02,50,failed,4,US,50
237090,GETTING OVER - One son's search to finally know his father.,Documentary,Film & Video,USD,2012-04-08 04:14:00,6000,2012-03-06 21:52:00,6535,successful,100,US,6535
217439636,Jupiter,Conceptual Art,Art,USD,2014-11-25 19:20:42,6000,2014-09-26 19:20:42,0,failed,0,US,0
2091654583,Kitchen Herbs Artwork,Illustration,Art,GBP,2013-04-20 23:30:18,100,2013-04-07 23:30:18,0,failed,0,GB,0
1446281449,The Triangle Shirtwaist Jazz Project,Jazz,Music,USD,2011-02-01 17:00:00,6000,2011-01-06 13:43:51,6633,successful,78,US,6633
1788243641,Jumbo Lumps Bad Ass Crab Cakes,Food,Food,USD,2015-05-28 23:49:20,10000,2015-04-28 23:49:20,0,failed,0,US,0
2016885094,Caring for Mother,Shorts,Film & Video,GBP,2016-10-07 12:43:10,1500,2016-08-08 12:43:10,251,failed,14,GB,0
2052187301,Emily Afton's First Album ARCHETYPE is Here!,Indie Rock,Music,USD,2016-05-26 20:52:30,8000,2016-04-26 20:52:30,13155,successful,222,US,13155
1807714343,Ike Allday: Video and Album release,Hip-Hop,Music,USD,2013-06-21 20:02:27,3500,2013-05-22 20:02:27,3645,successful,56,US,3645
1444986874,Mozawa's Workshop Season,Theater,Theater,USD,2013-12-15 12:55:56,3000,2013-11-15 12:55:56,3451,successful,55,US,3451
330720929,Hand Crafted Fine Leather Cases for iPhone 5S and 5,Design,Design,USD,2013-12-20 12:34:48,20000,2013-11-20 12:34:48,118,canceled,2,US,118
1944347378,Behind The Razor Wire,Nonfiction,Publishing,USD,2011-07-17 07:16:49,3000,2011-06-02 07:16:49,75,failed,2,US,75
636754457,"NOHBO - changing the world, one ball at a time",Technology,Technology,USD,2015-02-16 00:21:25,18000,2015-01-17 00:21:25,606,failed,9,US,606
2011657810,Seahorse Tool - A versatile keychain,Product Design,Design,EUR,2015-10-19 19:02:16,23400,2015-09-14 19:02:16,2150,failed,166,FR,2437.597502
1997531240,"New IAME Album: ""Lame""",Music,Music,USD,2011-05-19 18:00:00,2000,2011-02-28 21:50:40,2886,successful,44,US,2886
1862175978,N8V Couture. The Relevant Native American Clothing,Fashion,Fashion,USD,2014-04-10 21:05:20,7500,2014-03-11 20:05:20,7744,successful,112,US,7744
1398883609,Journey to Cure - a documentary film about healing,Documentary,Film & Video,EUR,2016-04-18 23:05:05,29000,2016-03-19 22:05:05,1258,failed,17,DE,1424.4675547
778654316,Galaxy Cards 2nd Edition [GC:2E],Tabletop Games,Games,USD,2013-04-26 18:41:16,3500,2013-03-27 17:41:16,2872,failed,98,US,2872
1734097665,"Looking to start a ""Mommy and Me"" clothing line!!",Couture,Fashion,USD,2015-04-29 17:06:22,15000,2015-03-30 17:06:22,0,failed,0,US,0
85390112,Vigor Roads,Video Games,Games,USD,2016-06-18 06:00:26,25000,2016-05-18 06:00:26,9735,failed,105,US,9735
909511477,"Help me finish BEHOLD, A Novel",Fiction,Publishing,USD,2014-08-17 06:01:00,10000,2014-07-28 20:37:20,0,failed,0,US,0
1586998113,Turner's debut singer/songwriter EP,Music,Music,USD,2012-11-01 21:00:00,2300,2012-10-02 23:47:17,2463,successful,38,US,2463
990210951,Lucky 19 Sauce Company,Food,Food,USD,2014-10-14 06:59:00,10000,2014-09-13 00:06:13,2251,failed,23,US,2251
1782640891,Goretreat.com - A Retreat Booking Website,Web,Technology,AUD,2016-02-06 06:26:51,2000,2015-12-08 06:26:51,3700,successful,31,AU,2714.189945
1850093560,Charleston Crosses,Painting,Art,USD,2015-09-23 22:19:56,15000,2015-08-24 22:19:56,0,failed,0,US,0
783247735,DOE EYE - The Debut Full Length Record,Music,Music,USD,2013-06-28 20:59:41,15000,2013-05-29 20:59:41,15415.35,successful,246,US,15415.35
707313366,QONQR: World Domination Command Center - Game Expansion,Video Games,Games,USD,2012-08-18 05:30:00,25000,2012-07-10 03:51:00,12822,failed,200,US,12822
2125826711,16-LOVE hits theaters this January!,Narrative Film,Film & Video,USD,2011-12-24 07:00:00,30000,2011-11-10 06:29:22,8247,failed,94,US,8247
580221488,Voices & Dedication: A Covers Album Made By Jonah. And You.,Indie Rock,Music,USD,2011-11-08 21:53:36,3600,2011-10-03 21:53:36,15174,successful,253,US,15174
521198731,"""Prairie City Response"" Issue 2!",Comics,Comics,USD,2015-07-01 16:09:01,3450,2015-06-01 16:09:01,3452,successful,42,US,3452
1697154516,"Planet In View, an On Line Video Directory for Travellers",Webseries,Film & Video,GBP,2015-03-31 23:37:28,100000,2015-01-30 23:37:28,0,canceled,0,GB,0
